"","GSP1","COS1","GSP2","COS2","GSP3","COS3","GSP4","COS4","GSP5","COS5","combined_pvalue","adjusted_pvalue"
"HLA.DRA",8.71976190327721e-08,0.0124577800916824,6.89202818131428e-11,0.967554034479857,4.9150115300809e-12,0.113288095971857,1.47025689380732e-10,0.211702111651981,1.65314039835393e-08,0.720188937413722,4.44759784556936e-11,4.11608304828769e-08
"RPS4X",0.000402723511001947,0.517701092227791,2.72424731951278e-05,0.23284857212422,6.8160200415843e-06,0.979552638379988,6.41683755102756e-06,0.344635199232042,1.02190017216164e-05,0.580835564848933,2.27502337194485e-05,0.00567270912054579
"HMCN1",2.92437126775167e-05,0.0540994978406385,3.51485309603983e-08,0.625859694668847,1.5010099502263e-08,0.693216758540036,1.9527667703723e-06,0.808606481996291,0.000122069455480474,0.53830427848474,1.04572984382933e-07,4.41445010262611e-05
"COPA",0.000215782757085725,0.22803025111257,5.1083683057742e-07,0.961757076699803,1.55162722772499e-08,0.703776596703221,2.79774588675999e-08,0.384187122687479,2.93993954220229e-07,0.340965767344606,9.47372106319122e-08,4.03463369565017e-05
"MYO1C",0.00261329871586896,0.0930113076523266,8.29346737457332e-05,0.630984704156626,3.59829246617898e-05,0.593805019107776,7.16597731978316e-05,0.332041167287511,0.000149857949984311,0.152645237052341,0.000164270767214925,0.0298315880222248
"HLA.C",2.13557143151242e-10,0.000323194983141099,1.04184801035372e-11,0.912258936202711,1.13768822058074e-10,0.948474970583899,8.30469157223609e-09,0.096523165092422,6.20858158770636e-07,0.00141386491641347,9.1259888534978e-11,7.98507878878961e-08
"MAFB",2.05333157250682e-07,0.001538303202727,4.76707191323975e-11,0.811264529115936,2.57980459510695e-11,0.905108052970134,6.36169151750098e-09,0.569505906864738,1.78558180267619e-06,0.238659638268121,1.66938018963947e-10,1.40942626682435e-07
"CTSL",0.00040451897711281,0.334434085483203,4.17800313749318e-05,0.965971559717664,4.34606861394648e-06,0.764513489708972,6.83988111036588e-06,0.0678278463969811,3.89410479596872e-05,0.604113387453151,2.33446480217836e-05,0.0057716407411795
"COL10A1",0.000245611670947433,0.494920961080469,3.16649435306319e-07,0.289031639669538,7.22128813636892e-09,0.977249847612262,8.88683536568959e-09,0.30639909778831,4.76757779036605e-08,0.493113356069852,3.63447959506047e-08,1.74417197427459e-05
"RPL13A",1.9484555736514e-06,0.17441073787621,2.61708263641659e-08,0.849294362690964,8.69450250862694e-08,0.9311615967601,1.61336825094179e-07,0.544252258222105,1.50537712138987e-07,1.65451174784698e-05,1.58411511130829e-07,6.51572634896277e-05
"CYC1",0.0180666889995865,0.324449020253497,0.000662998093273396,0.978761477884338,2.61051081184416e-05,0.0971235797359214,1.23846317354051e-05,0.115089952536262,2.824858341931e-05,0.725424002117063,6.41083094262695e-05,0.0139599547941682
"VIM",5.9115849455271e-09,0.0282407361765627,2.37519995720354e-10,0.880619862304535,2.20105862832178e-08,0.543362124928746,2.18992683234339e-05,0.355441950017623,0.00137310444842524,0.0565415153943465,2.25998419978168e-09,1.43104658553015e-06
"KRT19",1.25199675211181e-07,0.184146574998361,2.76408027970019e-09,0.899526962681378,1.54816617031165e-09,0.614542545713197,1.89246560586134e-08,0.365377102709491,2.30390292946366e-07,0.0791474385368792,9.32072152792784e-09,5.15575464198383e-06
"CD55",0.00016116041489873,0.359145846602191,1.78940058466703e-06,0.702014549614912,6.13122142405156e-07,0.911280909819105,1.64445466534219e-06,0.289903855840066,7.72704491745553e-06,0.20750560432399,3.40882470561965e-06,0.00102528982466185
"PALLD",9.06167037588319e-05,0.226318941504586,1.47567971496146e-07,0.871221568702351,4.365573247389e-09,0.826630849417887,2.01905560065445e-08,0.258976258516532,2.77824492655631e-07,0.66746815014055,3.46044639609744e-08,1.68212742998806e-05
"SFRP2",1.69416466300624e-20,0.0225547556383446,9.50956870327498e-28,0.975523582179654,1.06692858390887e-26,0.985424219565584,2.22883279328455e-21,0.850222618928915,9.76510199675048e-17,0.0167853291055078,5.55e-17,1.90777392487626e-13
"METRN",9.79189664093223e-05,0.271323824421062,3.18585835011467e-06,0.247033176426267,3.56565428330254e-06,0.91463847915224,3.14011348164471e-05,0.438300176882211,0.000330276162783946,0.352559699299015,1.56390857972699e-05,0.00411265456900584
"COL6A2",2.18220832697111e-06,0.00191223195636928,1.57149464673104e-07,0.854486185734414,2.97466910519651e-06,0.423273936455113,5.60650782467888e-05,0.10664152137514,0.000314412029250167,8.39258033292888e-05,1.39057870762738e-06,0.000446134981196335
"CTSK",3.53537782228959e-07,0.574157366381705,3.69928783210178e-09,0.991900456585544,3.78554449845978e-10,0.145780386715732,1.20502821086063e-09,0.399503595323739,2.54782417859998e-08,0.345320459435625,2.6427875443602e-09,1.63053306365567e-06
"CRISPLD2",9.78686547906623e-06,0.0287258914462088,5.70214791117143e-09,0.969510646672888,6.52539871479892e-10,0.316308782242285,3.69613281736053e-08,0.302310189144906,3.79513341996583e-06,0.214056099655605,5.76280223540948e-09,3.34131626495299e-06
"LRRC26",0.000230472376538384,0.0591164519217011,2.30476678934115e-05,0.725258282442782,4.86334937298762e-05,0.94369156436407,0.000557827062560574,0.184783766235015,0.0037194440713216,0.188371244337344,0.000142132967140274,0.0263077336109294
"TFF3",7.45388671904436e-09,0.276272595756427,7.17914429725311e-11,0.930516631881808,7.27288077815601e-11,0.308144613597139,2.0265126899723e-10,0.00428603334758868,2.17312177264733e-09,0.000408392530284955,3.01133673552556e-10,2.41529416945367e-07
"CIRBP",0.0266868361988906,0.340712129093727,0.000487438247587547,0.632589988102301,5.08506455027143e-05,0.75487941591769,5.73265226444418e-05,0.93260783292092,0.000130420016871176,0.0620339011735587,0.000213382407843188,0.0369382041088057
"HSP90AA1",4.18336062245401e-07,0.00130071642370541,7.02555844747816e-09,0.482798417154377,1.30193510579886e-07,0.0482528004928605,4.36134640820444e-06,0.961514240590839,2.14127328574694e-05,0.000538565743425749,6.54933128840796e-08,2.86527450292568e-05
"LRP1",0.000127566870905561,0.00732782532658407,1.24844025547417e-06,0.563235734666861,3.60350671528319e-07,0.0322733668298168,3.68033329738781e-06,0.445929993272743,6.80577593133529e-05,0.665225368860952,2.58365455119147e-06,0.000802038066187348
"MXRA5",0.000588242824501332,0.34597231959562,4.4895936671409e-07,0.622790075551307,1.01791259041435e-08,0.956618616956418,1.7276242327526e-08,0.629022472864986,1.61359128695943e-07,0.771923545663644,6.07719418121988e-08,2.68311060971608e-05
"SPNS1",0.00154986142546609,0.0679719181465192,3.76655485014869e-05,0.962912764235658,8.25518964579765e-06,0.72307169828854,2.48957473207739e-05,0.315116087158319,0.000209636742753628,0.0963151861622751,5.17423253005855e-05,0.0116903711567306
"TMOD3",7.41046940617201e-05,0.0542520954689965,8.98041284129345e-06,0.710509570403872,0.000146250345703507,0.438476840727508,0.00406102215671555,0.769959120999611,0.0128253059908154,0.00276613445380753,7.55378318870736e-05,0.0160848878595379
"KRT17",4.06239010245973e-06,0.0625600908829942,9.03360848955797e-08,0.942031700718923,3.49660413234785e-09,0.500525464886679,4.20084016167548e-09,0.00205011223966787,8.25865159205805e-08,0.140802405241272,1.82660303549298e-08,9.25299933446877e-06
"PRDX2",0.00680512108755416,0.421348551825222,0.000106877115118391,0.713967833871278,2.80644979652308e-05,0.629491012991896,0.000155363581003624,0.564566040127844,0.000834233249450848,0.150040055249003,0.000189489574088153,0.0336494515390978
"PRRC2A",0.000201620254706524,0.569008918358765,6.55124446946625e-06,0.880046911989349,1.46751452719227e-06,0.485680585907247,1.53167534233421e-06,0.00639567577278471,3.36804851215787e-06,0.0346239397977243,5.58974256237299e-06,0.00159172142973215
"KRT14",0.0122702135747349,0.42237637018718,0.000681778108986832,0.637780900780653,4.77568709354783e-05,0.189666151271121,1.93572439343246e-05,0.0512904898482403,3.98539345965637e-05,0.0956326595796743,0.000100732415203808,0.0196261111837099
"GNAI2",0.00171233738121728,0.0389565855021883,0.000146555918036891,0.5725165199901,8.23012623625685e-05,0.546664002103749,5.80648398641418e-05,0.679314600645101,8.15901039797565e-05,0.0177145267973875,0.000203603435004029,0.035759916751647
"TMEM123",0.00158811055820599,0.114579848105617,1.73764284109369e-05,0.977167218952011,1.69348462921245e-05,0.872732108792072,0.000213974447157133,0.431000572488785,0.0018018468633309,0.0162849412854038,8.16483727418271e-05,0.0171193781219782
"NDUFB10",0.00854384192677381,0.477300758562085,7.63575766201708e-05,0.318350575206602,4.85766750130782e-06,0.803911978828261,2.62292470987814e-06,0.623439033791189,8.569552496684e-06,0.116523218582101,1.39465320798671e-05,0.00368771035958706
"MFAP2",9.62226983219384e-06,0.585622819230497,3.40181593673261e-07,0.967511893275015,3.27947322860475e-07,0.79866439875419,3.63837560173376e-06,0.178270121267362,2.03870396608014e-05,0.268794146917673,1.5584400467894e-06,0.000496678217128674
"SLC9A3R1",5.89058456615896e-05,0.242144355153188,1.00821973708851e-06,0.94632665961912,2.9744737271604e-06,0.825207871347066,7.36984549678074e-05,0.708530668665727,0.000707257339476566,0.00541560824238029,7.35206491042639e-06,0.00205763150496602
"LDHA",6.96127413313438e-08,0.0173098938692682,4.02953712106639e-10,0.602699669615246,4.30843108633569e-10,0.934778148733354,3.51472744900172e-09,0.0760446084396248,3.53074717405417e-08,0.00109295354916328,1.94935168007504e-09,1.25080870340546e-06
"EVA1B",0.000676972582392859,0.231603980724795,5.7201165256326e-06,0.868321908491008,2.84868755147516e-07,0.899985803200011,1.00236686045332e-07,0.222370926940659,2.39231332044213e-07,0.0344587033112237,5.6043921103921e-07,0.000196865632750491
"FSTL1",0.00255269047395252,0.0673746358890474,3.70880284276491e-05,0.960501610978097,9.71763238931822e-06,0.451720888464598,5.22354098434606e-05,0.509481188247541,0.000595024717669701,0.0649959793093114,6.61857029609081e-05,0.0142830607709608
"MT1X",4.79259146894266e-05,0.000680473769056657,1.25634619002955e-06,0.313956954166274,7.71127277956992e-07,0.638692357242458,4.99416211045945e-05,0.0263204727030848,0.00145554474075213,0.78540213721171,4.68199463909968e-06,0.00139084219824699
"SULF1",1.65879815181137e-11,0.0266592438981787,3.14950758807342e-16,0.820049099025632,7.67024678242528e-17,0.772863957481846,8.80143335640435e-14,0.636678771643632,2.10776832690127e-10,0.0721367985440198,6.66133814775094e-16,1.52652579256009e-12
"TUBA1B",6.39228057354911e-05,0.041362501303192,2.81548278312668e-05,0.94988500889475,0.00027241928015868,0.910395980067349,0.00596906484892702,0.183494443125752,0.0570127724378668,0.0190236674038092,0.000181593141293179,0.0326081836663773
"DPYSL3",0.000440582418331112,0.194688603037341,9.20784697692605e-06,0.420961496381209,8.53733452643686e-06,0.689999777202087,5.85679626193888e-05,0.22021142354275,0.00037279402647418,0.0153568802011146,4.03495973394508e-05,0.00929083784273846
"BST2",1.05486829285634e-05,0.471499463394771,5.57949166879872e-07,0.668404778686278,5.56960726724001e-06,0.857044055087751,5.9683065891803e-05,0.168512709977979,0.000162114967320159,0.0016622779736173,4.78435726103399e-06,0.00141253090607973
"LAMP2",0.000192337374071158,0.164311348357701,1.2387987944055e-05,0.483298387652155,1.65485500299874e-05,0.605218474365099,0.000146483314942995,0.0848079833792528,0.000826869196486684,0.0894506346820126,6.47609991059062e-05,0.0140385588524028
"NDUFA13",0.000347291124605454,0.344649845428585,1.49681366119234e-06,0.646051104494347,6.12709424403747e-08,0.920173993100568,2.33811932945044e-07,0.847181768044796,4.99046090291145e-06,0.617594757567391,4.65783106640139e-07,0.000166039694587158
"BASP1",4.55377406291234e-07,0.262378591270123,5.04874070195196e-09,0.97264579908618,1.74980952462585e-08,0.981506740938432,1.53262862794202e-06,0.29494102863419,6.08532309835066e-05,0.171091373347873,3.87472129936839e-08,1.82810972717483e-05
"PRSS8",0.000614517889316962,0.456122830031062,1.95359629694064e-06,0.567606066489514,8.30305969979393e-08,0.0284655635581174,1.25743855985894e-06,0.302027181406096,5.50328023137778e-05,0.891185608313272,7.47902688558177e-07,0.000255263043461325
"LMNA",0.000104579026321423,0.382014323441992,1.27183155679568e-06,0.920424251681235,2.60966560263825e-07,0.0623812956848257,1.60184266988992e-07,0.701004739436012,3.63033797031129e-07,0.000328519080637771,7.33774794037245e-07,0.000252229985368595
"RARRES1",9.71952679270652e-09,0.0333366340144193,1.45095253704161e-12,0.995364494565835,1.11122892391393e-13,0.915819610381017,6.50826365327107e-12,0.45168518887065,1.00580292192897e-09,0.404363977653069,1.01596508983448e-12,1.19249588651246e-09
"COL5A1",1.93004514621395e-07,0.0216470560408162,2.73974130917234e-11,0.632657871280807,4.58388483199145e-11,0.892889909185946,9.5522477831084e-08,0.9673589746059,1.92412875983833e-05,0.620420871647085,1.71435532436703e-10,1.42244278972361e-07
"TIMP2",0.00695884914124227,0.119161264388289,0.000135629179215005,0.450440321188173,1.89609280535065e-05,0.550642808066867,9.45566020187683e-05,0.483763856137489,0.000955027742050973,0.561386680720787,0.000139107099270674,0.0259472627596391
"CTHRC1",2.90335370241228e-12,0.0825372708295874,3.30374033038416e-18,0.748066634064659,1.81506013039029e-19,0.987180705855409,4.08115562046638e-17,0.571588980059255,3.79769976507429e-14,0.0401966350129688,1.11022302462516e-16,3.3392751712252e-13
"TMEM135",0.00510127902994479,0.0437183379516779,0.000109146351284225,0.845275795275334,3.57977198809701e-05,0.368496366965803,0.000365629147671215,0.583078773582574,0.00408879783486441,0.306604386835389,0.000248189183568837,0.0423541239530084
"GLIS2",0.0159320614364756,0.0190871950880182,0.000213610357215307,0.487770348932992,1.5549783877733e-05,0.893175838417244,2.76170731179463e-05,0.78371305667448,0.000128133156631534,0.495941096860036,8.84117236470416e-05,0.0180979120368064
"LGMN",0.000915820933051721,0.292442916621222,0.000148769418664937,0.952751039300331,2.07238369154278e-05,0.899227962771955,2.52240261034006e-05,0.0946088058032496,9.44156859127748e-05,0.181444664544789,9.40817854072629e-05,0.018507507198793
"HPX",0.00266577573489477,0.0750608130987003,0.000103547724689428,0.889037842605898,9.8245933275733e-06,0.590234308075431,1.48864740773724e-05,0.479232840909329,7.94247180975751e-05,0.42871082270692,5.21953540604247e-05,0.0117376197412333
"SPPL2B",0.00319046966688963,0.257740560625903,0.000103515350490164,0.11074909871934,5.08806786583543e-05,0.640959785132468,8.39102916782019e-05,0.372641129964449,0.000370680685137811,0.0416550926918139,0.000225844522693364,0.038955368791936
"VWF",0.00122372275476809,0.668201722836356,0.000168394100687216,0.346355035227449,4.57915414033997e-05,0.197738669272319,8.57787191777452e-06,0.27848770719052,3.90956277449078e-06,0.0200002347357811,2.49368730567134e-05,0.0060609229829617
"PEG10",0.00376982163095931,0.0320196149832716,4.18985349712219e-05,0.298161354010136,1.58241526762847e-05,0.661977467827553,0.000190849502656356,0.402925994350059,0.00177047754544432,0.207284616783887,0.000107332628919488,0.0205787981075643
"RGS1",0.00754138048153179,0.149561723337985,6.82876732166823e-05,0.37411901495015,1.09601376107635e-05,0.82594764299349,6.48874929322781e-05,0.542756949231815,0.000846502794778492,0.299441782674181,8.15573785426515e-05,0.0171193781219782
"HLA.DRB1",0.000529894646961808,0.0526757269562195,6.91603932479474e-05,0.860476693516938,5.0546896194146e-05,0.203072464390518,0.000647432070205459,0.351745969873257,0.0071674661184993,0.0805581654432208,0.000264242300522133,0.044618959955721
"GJB2",0.0128507820362034,0.0370683402725523,0.000237234405140796,0.882154870308029,9.79183873413385e-06,0.519071265949809,1.45579141752334e-05,0.468651151710056,0.000127127748772898,0.576091230943156,5.46465230539805e-05,0.012231677894368
"STC2",8.35714182008162e-07,0.386294527592737,1.70642085048244e-06,0.911465681690505,0.000426076949280263,0.887109433435448,0.00838822787663992,0.0254235849668763,0.036759095292401,4.3007928989538e-06,4.95630345520581e-06,0.00145437366445419
"FGB",4.91232005608144e-10,0.000866354941461403,5.35624318674503e-14,0.795152270608513,9.31423592533633e-14,0.552242141416998,9.49108298797398e-11,0.36297902814073,4.70615724490762e-08,0.00455335346356674,3.40172334745148e-13,4.30801647353011e-10
"ITIH2",0.000193667277012263,0.353466600607154,1.23360828008414e-06,0.667604147056805,1.04464759859062e-07,0.512472169556489,4.53163766843541e-07,0.312916361532705,5.68212923156582e-06,0.253840709422407,7.83017747973958e-07,0.000265365966148974
"SELT",0.00442835096926942,0.501910296545563,0.00343865551179885,0.318555613103602,0.0246059772580323,0.871412160702838,0.0838994365732508,0.215708071368391,0.155532778364422,2.67536187830734e-05,0.00026349494039879,0.044618959955721
"MRC2",0.00152682027326717,0.021716926808193,1.48989411185417e-05,0.836923070670297,1.01203476845059e-05,0.849062627850047,0.000237642542644731,0.909220116529045,0.00428564648682966,0.108310224779687,5.84595667695309e-05,0.0128461633139548
"S100A10",1.57550252621256e-07,0.227306748899484,1.77229787415665e-09,0.793944174196163,3.05534570583943e-09,0.95982451517247,3.29239872370138e-07,0.00877457625882449,2.4979367597633e-05,0.0980111661587106,1.10992837143442e-08,6.00159807208046e-06
"BEX1",6.41508572140965e-05,0.265729927516345,8.2506022115377e-07,0.784119847458841,3.68132244972444e-07,0.670051944022702,6.85726458679554e-06,0.195944762600106,0.000158904741309847,0.199986819928722,2.44130742843574e-06,0.000762893145712761
"HLA.DPA1",0.000388722317309458,0.234900882701921,9.2526979842923e-06,0.912422687332525,1.02340115721091e-06,0.499480899154616,5.71809450976615e-06,0.422144756103513,8.27204914637537e-05,0.624153298546702,7.84469260139975e-06,0.00216104244780447
"SGTA",0.0730064567237897,0.335579856153063,0.00315267034787825,0.415787758259207,0.000279390905930548,0.804445511218345,7.36152283098755e-05,0.460561918284393,5.1276061297854e-05,0.0665829946803365,0.000270199757435252,0.0454653860291066
"TGM2",4.02106953814928e-12,0.0453598948034592,9.62989876573439e-14,0.994822784998617,2.54834944883509e-12,0.796973519687408,2.23988317139461e-09,0.00273552990003553,6.0684394061193e-07,9.72771210299135e-05,9.07496300328603e-13,1.09180940998379e-09
"ADAM12",0.000815506107522887,0.120827596696773,6.3388803671871e-06,0.936273969193894,1.50099297387698e-06,0.608630012046026,6.13174586170499e-06,0.524667022578851,3.9550514646041e-05,0.487067375995605,9.86612259579189e-06,0.00265250027671628
"TECR",0.00203010007772473,0.117805220784902,0.000144834109872978,0.901734886794668,4.22167797769463e-05,0.643384008645066,7.08510182436096e-05,0.202888127536752,0.000252534615375931,0.393963491931558,0.000203416036761661,0.035759916751647
"ITGA11",0.000778519481015686,0.0863533939243972,2.43674945377786e-05,0.889666880301752,3.90218360727556e-05,0.568193512336334,0.0011283767371229,0.0974951888244448,0.0142420248338727,0.167370276302421,0.000145089235733975,0.0267520240929828
"SAA1",2.75236549863689e-05,0.0143231086130237,2.99994522465751e-08,0.676432221092625,3.15354895821362e-09,0.991477842932532,1.18443866007712e-08,0.276462322281312,1.1483312717129e-07,0.00782950932602399,2.25423295585614e-08,1.10696701512975e-05
"ASPN",3.94372332144148e-10,0.00451241718107952,9.18557698067567e-15,0.300490425334211,9.87195176235898e-14,0.994162736426968,9.08691353768927e-11,0.988561567147698,1.73255381008393e-08,0.00112964973331861,8.41549052665869e-14,1.19113909637115e-10
"TGFB1",0.000273140904259671,0.130076882298892,1.02972942993634e-05,0.749282663216733,1.4788446084254e-05,0.702178222213429,0.000268426323335477,0.456229852590828,0.00232652224936858,0.116180455276144,5.79508362181791e-05,0.0127927871697284
"GSTM3",0.0530859032531552,0.328704753613424,0.00368351441036651,0.814539812304156,0.000205856573529383,0.580399387355081,6.0511307811308e-05,0.851830049969803,8.47749261816642e-05,0.478931764411881,0.000298865046387098,0.0495951363514094
"CILP",4.15583023735219e-11,0.00525478372344625,1.6322058996714e-14,0.73375405781334,4.48588879406413e-13,0.948494991101567,4.47574307488565e-10,0.404890402413417,1.2371400694539e-07,0.000163063441118604,1.57651669496772e-13,2.05049545649288e-10
"AGT",1.82416644274539e-08,0.0335452264219326,3.77704726617499e-12,0.891445972854763,1.36812287712349e-12,0.645898647622869,1.60324712587529e-10,0.349387186448405,2.53735058509774e-08,0.0395884663419114,9.98001681296046e-12,9.80160403891512e-09
"CCDC80",5.55963146249522e-06,0.151316650770821,4.94572177578253e-08,0.892332150122183,1.19546328964895e-07,0.667161208892652,7.06520698222653e-06,0.313265159310285,0.000133169909669328,0.0376707483429948,3.45860477590776e-07,0.000131056684558431
"MAPK3",0.0664001666631121,0.612763167905446,0.00423564216402317,0.381328228703831,8.15977108418487e-05,0.587714711116006,1.67871177860007e-05,0.804769483303069,2.82435075470287e-05,0.929928398678499,9.30555462700378e-05,0.018507507198793
"GBP1",3.72446621520507e-08,0.000319167127299588,4.66360091468874e-11,0.9325502202488,4.63410708266459e-11,0.451559047927102,1.98993595497758e-08,0.516414184842495,4.51257057881204e-06,0.0569611577090853,2.3202362253727e-10,1.89252729835e-07
"LRRC15",0.000356343493470366,0.163788430365021,3.18036266871312e-07,0.874972778808186,2.16224838860169e-08,0.192165975164009,2.38032074339945e-07,0.900586827198415,5.14425232765488e-06,0.247514668384239,1.85905535854403e-07,7.58179916491752e-05
"SPP1",1.20979237537762e-07,0.0389936620512712,1.19530827281047e-10,0.808872236573013,7.00638670942235e-11,0.789679237883426,3.09394999861556e-09,0.307503401540725,3.02964508900444e-07,0.00228708676311981,4.3528403104176e-10,3.32501911646245e-07
"PRRX1",1.95168149393652e-10,0.0278485722397229,1.99211948521605e-16,0.574590717444867,1.77295017396037e-18,0.680435009670109,5.68596146972647e-17,0.766214427365969,3.97761945671535e-14,0.065519382711424,2.22044604925031e-16,5.62404239364244e-13
"RAMP1",0.00112916637692244,0.326564608565535,8.40649924089434e-05,0.645926818579044,2.96133121552786e-05,0.0427143447179237,5.30186828923543e-05,0.203097978913313,0.000151193554810226,0.0329715211186665,0.000138728657758103,0.0259472627596391
"SEC23A",0.0089064716121449,0.0761219302461243,0.000613752526395471,0.737952958948755,4.43869472575077e-05,0.601274572796086,5.223528783447e-05,0.577448865002906,0.000238796254559587,0.524347809886718,0.000210037905467253,0.036490504764723
"PITX1",0.00443861657279246,0.489212051810557,1.08403371009576e-05,0.756779530029275,1.04954935070636e-06,0.955170377743038,6.45529938754987e-06,0.582033743212857,6.24473931236377e-05,0.213950898615049,8.22256195776028e-06,0.00224831132454672
"ADAMTS2",2.0000425460082e-05,0.0341072175911931,7.43122785107832e-08,0.966615196024297,3.43750378369254e-08,0.523156201546058,2.65885150170422e-07,0.893300234002587,4.10301508623364e-06,0.00618780556263688,2.14580764046346e-07,8.67772308272694e-05
"FGG",2.10288323994645e-06,0.0134551017073157,1.03189944439596e-07,0.763250964933333,2.06442778652048e-07,0.140580570547948,4.73828436830854e-06,0.0239696046985402,9.78025553486483e-05,0.00574464065427622,6.56515780517175e-07,0.000227296281324341
"FAM177B",0.00120925405620824,0.0633023142539641,2.63401479892919e-05,0.943528323985851,2.94589454571586e-06,0.729774947409743,1.04028576730623e-05,0.246485547073464,0.000102640191936001,0.349186859033449,2.06561379525461e-05,0.00523187652198387
"MYH11",0.00184310502435972,0.08250707505809,8.81503680132522e-05,0.805008834624497,7.66454943713188e-06,0.641234701538368,7.3001745878903e-06,0.0485562243977707,3.49180101860625e-05,0.0306659145367944,3.24635281224728e-05,0.00769593941740176
"MMP13",6.55448684870612e-06,0.336101348982234,5.77607025331678e-09,0.896941286102542,4.2796501391851e-10,0.613849606470071,4.98911878897916e-09,0.335793165575302,2.62346806767165e-07,0.171653136130663,3.68436992026488e-09,2.2276689351743e-06
